condition,memory_type,description,importance,created_at,last_accessed,categories
destructive_chronic_mixed,plan,"Revised plan from 18:00: I think I'll just stay in my room for now and try to calm down. Here are some things I can do:; **Draw in my journal**: I've already started doodling, but I might make some more art or write a story about something happy.; **Listen to music**: I love listening to music when I'm feeling anxious. Maybe I'll put on some calming tunes and sing along quietly.; **Play with Luna (my stuffed rabbit)**: Sometimes holding onto her makes me feel better. I might have a little tea party with her or imagine we're having an adventure together.; **Read a book**: I love getting lost in a good story, especially when I'm feeling overwhelmed. Maybe I'll find a favorite book and get absorbed in it for a bit.; **Call Grandma (if she's available)**: Sometimes talking to Grandma helps me feel better when my parents are fighting. If she answers the phone, maybe we can chat about something fun.; I don't think I want to go downstairs or try to join in on whatever is happening between Mom and Dad right now. It's just too stressful. Maybe tomorrow will be a better day...",6.5,66.0,66.0,"['conflict', 'emotion_negative', 'emotion_positive', 'family', 'coping', 'resolution']"
destructive_chronic_mixed,observation,Emma Miller moved from living_room to living_room,2.0,69.0,69.0,['coping']
destructive_chronic_mixed,observation,Witnessed parents having a destructive disagreement about decision making,8.0,69.0,90.0,['family']
destructive_chronic_mixed,reflection,Here are the 5 high-level insights that can be inferred from the given statements:,7.0,69.0,69.0,[]
destructive_chronic_mixed,reflection,"**Insight 1:** Emma's parents have a loving and supportive relationship with her. (2, 8, 14)",7.0,69.0,69.0,['family']
destructive_chronic_mixed,reflection,"* This is evident from the fact that they follow a consistent daily schedule together, have dinner as a family, and prioritize spending time with each other.",7.0,69.0,90.0,['family']
destructive_chronic_mixed,reflection,"**Insight 2:** Emma prioritizes spending time with her family and values the bond they share. Her parents are involved in her daily life and have open communication patterns. (1, 7, 16)",7.0,69.0,69.0,['family']
destructive_chronic_mixed,reflection,"* This is evident from the fact that she mentions having dinner with them every night, following a set schedule together, and expressing excitement about their shared activities.",7.0,69.0,166.0,[]
destructive_chronic_mixed,reflection,"**Insight 3:** Emma's parents are supportive and present in her life. (3, 8, 14)",7.0,69.0,69.0,['family']
destructive_chronic_mixed,reflection,"* This is evident from the fact that they provide guidance and support for her daily activities, have open communication patterns, and prioritize spending time with each other.",7.0,69.0,79.0,[]
destructive_chronic_mixed,reflection,"**Insight 4:** Emma has a clear transition from daytime to nighttime activities and follows a balanced schedule with time for school, family, and leisure activities. (10, 11, 17)",7.0,69.0,166.0,['family']
destructive_chronic_mixed,reflection,"* This is evident from the fact that she mentions following a set schedule with times for waking up, school, unwinding in the evening, and relaxation.",7.0,69.0,90.0,[]
destructive_chronic_mixed,reflection,"**Insight 5:** Emma is able to manage her time effectively and has parents who support her daily activities and provide guidance. (4, 6, 20)",7.0,69.0,90.0,['family']
destructive_chronic_mixed,reflection,"* This is evident from the fact that she mentions having a clear distinction between day and night routines, following a set schedule with times for waking up, school, unwinding in the evening, and relaxation.",7.0,69.0,69.0,[]
destructive_chronic_mixed,reflection,Here are the 5 high-level insights that can be inferred:,7.0,69.0,69.0,[]
destructive_chronic_mixed,reflection,"**Insight 1:** Emma's parents have a supportive and loving relationship with her. (2, 8, 14)",7.0,69.0,69.0,['family']
destructive_chronic_mixed,reflection,"* This is evident from Statements 2, 8, and 14, which describe Emma's parents as being involved in her daily activities and prioritizing time together.",7.0,69.0,117.0,['family']
destructive_chronic_mixed,reflection,"**Insight 2:** Emma has a structured and consistent daily routine that balances productivity with relaxation. (1, 10, 16)",7.0,69.0,69.0,[]
destructive_chronic_mixed,reflection,"* This is supported by Statements 1, 10, and 16, which describe Emma's daily routine as including time for family, relaxation, and leisure activities.",7.0,69.0,69.0,['family']
destructive_chronic_mixed,reflection,"**Insight 3:** Emma's parents are actively involved in her life, providing guidance and support. (4, 9, 13)",7.0,69.0,69.0,['family']
destructive_chronic_mixed,reflection,"* This is evident from Statements 4, 9, and 13, which describe Emma's parents as being supportive, involved, and guiding in her daily activities.",7.0,69.0,90.0,['family']
destructive_chronic_mixed,reflection,"**Insight 4:** Emma has a clear understanding of time management and can balance multiple responsibilities. (5, 7, 12)",7.0,69.0,90.0,['resolution']
destructive_chronic_mixed,reflection,"* This is supported by Statements 5, 7, and 12, which describe Emma's ability to manage her time effectively and prioritize relaxation and productivity.",7.0,69.0,69.0,[]
destructive_chronic_mixed,reflection,"**Insight 5:** While Emma's parents have a generally supportive relationship with her, they may struggle with communication and conflict resolution. (6, 10, 20)",7.0,69.0,69.0,"['conflict', 'family']"
destructive_chronic_mixed,reflection,"* This is inferred from Statements 6, 10, and 20, which describe a destructive disagreement between Emma's parents and the tension in their relationship.",7.0,69.0,69.0,"['conflict', 'family']"
destructive_chronic_mixed,reflection,Here are 5 high-level insights that can be inferred from the statements:,7.0,69.0,90.0,[]
destructive_chronic_mixed,reflection,**Emma is a student at Riverside Elementary School**,7.0,69.0,90.0,[]
destructive_chronic_mixed,reflection,**Emma prioritizes spending quality time with her family**,7.0,69.0,69.0,['family']
destructive_chronic_mixed,reflection,"**Emma has a balanced schedule with time for school, family, and leisure activities**",7.0,69.0,69.0,['family']
destructive_chronic_mixed,reflection,**Emma's parents have a strong relationship despite occasional disagreements**,7.0,69.0,69.0,['family']
destructive_chronic_mixed,reflection,**Emma values time with her family and is able to manage her schedule effectively**,7.0,69.0,69.0,['family']
destructive_chronic_mixed,reflection,Here are 5 high-level insights that can be inferred from the statements:,7.0,69.0,90.0,[]
destructive_chronic_mixed,reflection,"**Insight 1:** Emma values family time and has a cohesive household. (2, 7, 10)",7.0,69.0,69.0,['family']
destructive_chronic_mixed,reflection,"This is evident from the fact that she mentions following a set schedule with times for waking up, school, unwinding in the evening, and relaxation, which suggests a strong sense of family routine. Statements 6, 7, 9, and 13 also describe her parents as being present and engaged in her daily activities.",7.0,69.0,69.0,['family']
destructive_chronic_mixed,reflection,"**Insight 2:** Emma's parents are supportive and involved in her life. (6, 7, 9)",7.0,69.0,90.0,['family']
destructive_chronic_mixed,reflection,"This is supported by statements that describe her parents as providing guidance and support for her daily activities, having open communication patterns, and prioritizing spending time with each other.",7.0,69.0,138.0,['family']
destructive_chronic_mixed,reflection,"**Insight 3:** Emma has a structured and consistent daily routine. (2, 8, 12)",7.0,69.0,69.0,[]
destructive_chronic_mixed,reflection,"The fact that she mentions following a set schedule with times for waking up, school, unwinding in the evening, and relaxation suggests a high degree of structure and consistency in her daily life.",7.0,69.0,69.0,[]
destructive_chronic_mixed,reflection,"**Insight 4:** Emma is an elementary school student attending Riverside Elementary School. (2, 8, 15)",7.0,69.0,69.0,[]
destructive_chronic_mixed,reflection,"This is evident from statement 13, which confirms that she arrives at the school for her first class on Monday, as well as other statements that describe her daily schedule and activities.",7.0,69.0,69.0,[]
destructive_chronic_mixed,reflection,"**Insight 5:** Emma's parents have a supportive and loving relationship with her. (2, 8, 14)",7.0,69.0,69.0,['family']
destructive_chronic_mixed,reflection,"This is inferred from statements that describe her parents as being present and engaged in her daily activities, having open communication patterns, and prioritizing spending time with each other, which suggests a strong and supportive parent-child relationship.",7.0,69.0,69.0,['family']
destructive_chronic_mixed,observation,Saw Sarah Miller and David Miller looking angry and upset during the argument,8.0,69.0,69.0,"['conflict', 'family']"
destructive_chronic_mixed,observation,"Heard David Miller say: ""You think I'm the one who's been manipulating our finances? You're one to talk! """,4.0,69.0,69.0,"['family', 'resolution']"
destructive_chronic_mixed,observation,"Heard David Miller say: ""You want to talk about one-time investments? How about that $15,000 you blew on """,1.0,69.0,69.0,"['family', 'resolution']"
destructive_chronic_mixed,observation,"Heard Sarah Miller say: ""Are you really trying to make this about my ""tantrums""?! You're the one who's al""",3.0,69.0,69.0,['family']
destructive_chronic_mixed,plan,"Daily plan for Thursday, 7:00 AM: I'm so excited for today! Yesterday was really fun too. I got to spend the morning doing my homework and reading a book with Mom before heading off to school. When I got home from school, we had dinner together as a family and talked about our day. My dad is learning how to play guitar, and he let me try holding it yesterday! I felt like such a big kid.; Okay, so today... I think I'll start by getting dressed for school (I love picking out my outfit!). Then, we have a science project due soon, so I might work on that a bit after breakfast. My teacher, Mrs. Johnson, said it's almost ready to be done! After lunch, I want to ask my mom if we can go to the park and play some games. The sun is shining today!; Oh, I just remembered! We have a family meeting tonight at 7:30 PM. Mom says it's going to be about planning our summer vacation. I hope we get to go on a really fun trip this year!; I think that's my plan for the day so far... how does that sound?",6.0,79.0,79.0,"['emotion_positive', 'family', 'resolution']"
destructive_chronic_mixed,observation,Emma Miller moved from living_room to living_room,2.0,90.0,90.0,['coping']
destructive_chronic_mixed,observation,Witnessed parents having a destructive disagreement about parenting styles,8.0,90.0,165.0,['family']
destructive_chronic_mixed,reflection,Here are 5 high-level insights that can be inferred from the statements:,7.0,90.0,90.0,[]
destructive_chronic_mixed,reflection,"**Insight 1:** Emma's parents value her growth and well-being, prioritizing open communication and supportive relationships. (2, 8, 9)",7.0,90.0,90.0,['family']
